"Lemma" "Corpus" "Semantic domain"
"3936" "look at" "Youth Fiction Sampled" "mental"
"3937" "look for" "Textbook Fiction" "activity"
"3938" "look for" "Textbook Conversation" "activity"
"3939" "look for" "Textbook Fiction" "activity"
"3940" "look for" "Textbook Fiction" "activity"
"3941" "look for" "Spoken BNC 2014" "activity"
"3942" "look for" "Textbook Fiction" "activity"
"3943" "look for" "Textbook Conversation" "activity"
"3944" "look for" "Spoken BNC 2014" "activity"
"3945" "look for" "Spoken BNC 2014" "activity"
"3946" "look for" "Youth Fiction Sampled" "activity"
"3947" "look for" "Textbook Fiction" "activity"
"3948" "look for" "Spoken BNC 2014" "activity"
"3949" "look for" "Youth Fiction Sampled" "activity"
"3950" "look for" "Spoken BNC 2014" "activity"
"3951" "look for" "Textbook Conversation" "activity"
"3952" "look for" "Youth Fiction Sampled" "activity"
"3953" "look for" "Textbook Conversation" "activity"
"3954" "look for" "Textbook Fiction" "activity"
"3955" "look for" "Textbook Fiction" "activity"
"3956" "look for" "Youth Fiction Sampled" "activity"
"3957" "look for" "Spoken BNC 2014" "activity"
"3958" "look for" "Textbook Conversation" "activity"
"3959" "look for" "Textbook Conversation" "activity"
"3960" "look for" "Textbook Conversation" "activity"
"3961" "look for" "Textbook Fiction" "activity"
"3962" "look for" "Textbook Conversation" "activity"
"3963" "look for" "Textbook Fiction" "activity"
"3964" "look for" "Textbook Fiction" "activity"
"3965" "look for" "Textbook Conversation" "activity"
"3966" "look for" "Spoken BNC 2014" "activity"
"3967" "look for" "Textbook Fiction" "activity"
"3968" "look for" "Youth Fiction Sampled" "activity"
"3969" "look for" "Textbook Fiction" "activity"
"3970" "look for" "Youth Fiction Sampled" "activity"
"3971" "look for" "Textbook Fiction" "activity"
"3972" "look for" "Textbook Fiction" "activity"
"3973" "look for" "Spoken BNC 2014" "activity"
"3974" "look for" "Textbook Fiction" "activity"
"3975" "look for" "Spoken BNC 2014" "activity"
"3976" "look for" "Textbook Conversation" "activity"
"3977" "look for" "Textbook Fiction" "activity"
"3978" "look for" "Spoken BNC 2014" "activity"
"3979" "look for" "Spoken BNC 2014" "activity"
"3980" "look for" "Textbook Fiction" "activity"
"3981" "look for" "Textbook Fiction" "activity"
"3982" "look for" "Spoken BNC 2014" "activity"
"3983" "look for" "Spoken BNC 2014" "activity"
"3984" "look for" "Spoken BNC 2014" "activity"
"3985" "look for" "Spoken BNC 2014" "activity"
"3986" "look for" "Youth Fiction Sampled" "activity"
"3987" "look for" "Spoken BNC 2014" "activity"
"3988" "look for" "Spoken BNC 2014" "activity"
"3989" "look for" "Youth Fiction Sampled" "activity"
"3990" "look for" "Youth Fiction Sampled" "activity"
"3991" "look for" "Textbook Fiction" "activity"
"3992" "look for" "Spoken BNC 2014" "activity"
"3993" "look for" "Textbook Conversation" "activity"
"3994" "look for" "Spoken BNC 2014" "activity"
"3995" "look for" "Spoken BNC 2014" "activity"
"3996" "look for" "Spoken BNC 2014" "activity"
"3997" "look for" "Spoken BNC 2014" "activity"
"3998" "look for" "Spoken BNC 2014" "activity"
"3999" "look for" "Textbook Fiction" "activity"
"4000" "look forwad" "Spoken BNC 2014" "mental"
"4001" "look into" "Textbook Fiction" "activity"
"4002" "look into" "Youth Fiction Sampled" "activity"
"4003" "look over" "Spoken BNC 2014" "activity"
"4004" "look over" "Youth Fiction Sampled" "activity"
"4005" "look through" "Youth Fiction Sampled" "activity"
"4006" "look through" "Textbook Fiction" "activity"
"4007" "look up" "Spoken BNC 2014" "activity"
"4008" "look up" "Spoken BNC 2014" "activity"
"4009" "look up" "Spoken BNC 2014" "activity"
"4010" "look up" "Spoken BNC 2014" "activity"
"4011" "look up" "Youth Fiction Sampled" "activity"
"4012" "loop up" "Textbook Conversation" "activity"
"4013" "lose" "Spoken BNC 2014" "activity"
"4014" "lose" "Youth Fiction Sampled" "activity"
"4015" "lose" "Youth Fiction Sampled" "activity"
"4016" "lose" "Spoken BNC 2014" "activity"
"4017" "lose" "Spoken BNC 2014" "activity"
"4018" "lose" "Spoken BNC 2014" "activity"
"4019" "lose" "Youth Fiction Sampled" "activity"
"4020" "lose" "Youth Fiction Sampled" "activity"
"4021" "lose" "Youth Fiction Sampled" "activity"
"4022" "lose" "Textbook Conversation" "activity"
"4023" "lose" "Spoken BNC 2014" "activity"
"4024" "lose" "Spoken BNC 2014" "activity"
"4025" "lose" "Textbook Conversation" "activity"
"4026" "lose" "Textbook Fiction" "activity"
"4027" "lounge" "Youth Fiction Sampled" "activity"
"4028" "love" "Spoken BNC 2014" "mental"
"4029" "love" "Textbook Fiction" "mental"
"4030" "love" "Spoken BNC 2014" "mental"
"4031" "love" "Spoken BNC 2014" "mental"
"4032" "lower" "Textbook Fiction" "activity"
"4033" "lurk" "Youth Fiction Sampled" "activity"
"4034" "make" "Spoken BNC 2014" "unclear_other"
"4035" "make" "Textbook Conversation" "unclear_other"
"4036" "make" "Spoken BNC 2014" "unclear_other"
"4037" "make" "Textbook Conversation" "unclear_other"
"4038" "make" "Spoken BNC 2014" "unclear_other"
"4039" "make" "Spoken BNC 2014" "unclear_other"
"4040" "make" "Textbook Fiction" "unclear_other"
"4041" "make" "Spoken BNC 2014" "unclear_other"
"4042" "make" "Textbook Conversation" "unclear_other"
"4043" "make" "Spoken BNC 2014" "unclear_other"
"4044" "make" "Textbook Fiction" "unclear_other"
"4045" "make" "Spoken BNC 2014" "unclear_other"
"4046" "make" "Spoken BNC 2014" "unclear_other"
"4047" "make" "Youth Fiction Sampled" "unclear_other"
"4048" "make" "Youth Fiction Sampled" "unclear_other"
"4049" "make" "Spoken BNC 2014" "unclear_other"
"4050" "make" "Spoken BNC 2014" "unclear_other"
"4051" "make" "Textbook Conversation" "unclear_other"
"4052" "make" "Youth Fiction Sampled" "unclear_other"
"4053" "make" "Spoken BNC 2014" "unclear_other"
"4054" "make" "Textbook Conversation" "unclear_other"
"4055" "make" "Spoken BNC 2014" "unclear_other"
"4056" "make" "Youth Fiction Sampled" "unclear_other"
"4057" "make" "Textbook Fiction" "unclear_other"
"4058" "make" "Textbook Conversation" "unclear_other"
"4059" "make" "Textbook Fiction" "unclear_other"
"4060" "make" "Textbook Conversation" "unclear_other"
"4061" "make" "Spoken BNC 2014" "unclear_other"
"4062" "make" "Textbook Fiction" "unclear_other"
"4063" "make" "Textbook Conversation" "unclear_other"
"4064" "make" "Spoken BNC 2014" "unclear_other"
"4065" "make" "Spoken BNC 2014" "unclear_other"
"4066" "make" "Spoken BNC 2014" "unclear_other"
"4067" "make" "Youth Fiction Sampled" "unclear_other"
"4068" "make" "Spoken BNC 2014" "unclear_other"
"4069" "make" "Spoken BNC 2014" "unclear_other"
"4070" "make" "Spoken BNC 2014" "unclear_other"
"4071" "make" "Spoken BNC 2014" "unclear_other"
"4072" "make" "Spoken BNC 2014" "unclear_other"
"4073" "make" "Textbook Conversation" "unclear_other"
"4074" "make" "Textbook Conversation" "unclear_other"
"4075" "make" "Textbook Conversation" "unclear_other"
"4076" "make" "Youth Fiction Sampled" "unclear_other"
"4077" "make" "Spoken BNC 2014" "unclear_other"
"4078" "make" "Spoken BNC 2014" "unclear_other"
"4079" "make" "Textbook Conversation" "unclear_other"
"4080" "make" "Textbook Conversation" "unclear_other"
"4081" "make" "Spoken BNC 2014" "unclear_other"
"4082" "make" "Youth Fiction Sampled" "unclear_other"
"4083" "make" "Textbook Conversation" "unclear_other"
"4084" "make" "Spoken BNC 2014" "unclear_other"
"4085" "make" "Spoken BNC 2014" "unclear_other"
"4086" "make" "Textbook Conversation" "unclear_other"
"4087" "make" "Textbook Fiction" "unclear_other"
"4088" "make" "Spoken BNC 2014" "unclear_other"
"4089" "make" "Youth Fiction Sampled" "unclear_other"
"4090" "make" "Textbook Conversation" "unclear_other"
"4091" "make" "Spoken BNC 2014" "unclear_other"
"4092" "make" "Textbook Conversation" "unclear_other"
"4093" "make" "Youth Fiction Sampled" "unclear_other"
"4094" "make" "Spoken BNC 2014" "unclear_other"
"4095" "make" "Spoken BNC 2014" "unclear_other"
"4096" "make" "Textbook Fiction" "unclear_other"
"4097" "make" "Spoken BNC 2014" "unclear_other"
"4098" "make" "Spoken BNC 2014" "unclear_other"
"4099" "make" "Textbook Fiction" "unclear_other"
"4100" "make" "Spoken BNC 2014" "unclear_other"
"4101" "make" "Spoken BNC 2014" "unclear_other"
"4102" "make" "Textbook Conversation" "unclear_other"
"4103" "make" "Youth Fiction Sampled" "unclear_other"
"4104" "make" "Youth Fiction Sampled" "unclear_other"
"4105" "make" "Textbook Conversation" "unclear_other"
"4106" "make" "Youth Fiction Sampled" "unclear_other"
"4107" "make" "Youth Fiction Sampled" "unclear_other"
"4108" "make" "Textbook Conversation" "unclear_other"
"4109" "make" "Youth Fiction Sampled" "unclear_other"
"4110" "make" "Spoken BNC 2014" "unclear_other"
"4111" "make" "Textbook Fiction" "unclear_other"
"4112" "make" "Spoken BNC 2014" "unclear_other"
"4113" "make" "Textbook Conversation" "unclear_other"
"4114" "make" "Textbook Fiction" "unclear_other"
"4115" "make" "Spoken BNC 2014" "unclear_other"
"4116" "make" "Textbook Conversation" "unclear_other"
"4117" "make" "Spoken BNC 2014" "unclear_other"
"4118" "make" "Youth Fiction Sampled" "unclear_other"
"4119" "make" "Textbook Fiction" "unclear_other"
"4120" "make" "Textbook Conversation" "unclear_other"
"4121" "make" "Textbook Conversation" "unclear_other"
"4122" "make" "Textbook Fiction" "unclear_other"
"4123" "make" "Textbook Conversation" "unclear_other"
"4124" "make" "Textbook Conversation" "unclear_other"
"4125" "make" "Spoken BNC 2014" "unclear_other"
"4126" "make" "Youth Fiction Sampled" "unclear_other"
"4127" "make" "Spoken BNC 2014" "unclear_other"
"4128" "make" "Textbook Conversation" "unclear_other"
"4129" "make" "Youth Fiction Sampled" "unclear_other"
"4130" "make" "Textbook Conversation" "unclear_other"
"4131" "make" "Textbook Conversation" "unclear_other"
"4132" "make" "Spoken BNC 2014" "unclear_other"
"4133" "make" "Spoken BNC 2014" "unclear_other"
"4134" "make" "Textbook Fiction" "unclear_other"
"4135" "make" "Spoken BNC 2014" "unclear_other"
"4136" "make fun" "Youth Fiction Sampled" "activity"
"4137" "make fun" "Textbook Fiction" "activity"
"4138" "make it" "Textbook Fiction" "unclear_other"
"4139" "make sense" "Youth Fiction Sampled" "existence_relationship"
"4140" "make up" "Spoken BNC 2014" "activity"
"4141" "make up" "Spoken BNC 2014" "activity"
"4142" "manage" "Spoken BNC 2014" "activity"
"4143" "manage" "Spoken BNC 2014" "activity"
"4144" "march" "Textbook Conversation" "activity"
"4145" "march" "Textbook Fiction" "activity"
"4146" "march" "Textbook Fiction" "activity"
"4147" "march" "Youth Fiction Sampled" "activity"
"4148" "mark" "Spoken BNC 2014" "activity"
"4149" "maximise" "Spoken BNC 2014" "activity"
"4150" "mean" "Textbook Conversation" "unclear_other"
"4151" "mean" "Spoken BNC 2014" "unclear_other"
"4152" "mean" "Textbook Fiction" "unclear_other"
"4153" "mean" "Spoken BNC 2014" "unclear_other"
"4154" "meddle" "Youth Fiction Sampled" "activity"
"4155" "meet" "Textbook Conversation" "activity"
"4156" "meet" "Textbook Conversation" "activity"
"4157" "meet" "Textbook Conversation" "activity"
"4158" "meet" "Textbook Conversation" "activity"
"4159" "meet" "Spoken BNC 2014" "activity"
"4160" "meet" "Textbook Conversation" "activity"
"4161" "meet" "Textbook Conversation" "activity"
"4162" "meet" "Textbook Conversation" "activity"
"4163" "meet" "Textbook Conversation" "activity"
"4164" "meet" "Textbook Conversation" "activity"
"4165" "meet" "Textbook Fiction" "activity"
"4166" "meet" "Textbook Conversation" "activity"
"4167" "meet" "Textbook Conversation" "activity"
"4168" "meet" "Youth Fiction Sampled" "activity"
"4169" "meet" "Textbook Conversation" "activity"
"4170" "meet" "Youth Fiction Sampled" "activity"
"4171" "meet" "Textbook Conversation" "activity"
"4172" "meet" "Spoken BNC 2014" "activity"
"4173" "melt" "Textbook Fiction" "activity"
"4174" "memorize" "Spoken BNC 2014" "activity"
"4175" "mention" "Spoken BNC 2014" "communication"
"4176" "mess" "Spoken BNC 2014" "activity"
"4177" "mess" "Spoken BNC 2014" "activity"
"4178" "mess up" "Spoken BNC 2014" "activity"
"4179" "milk" "Spoken BNC 2014" "activity"
"4180" "milk" "Youth Fiction Sampled" "activity"
"4181" "mislead" "Youth Fiction Sampled" "activity"
"4182" "miss" "Textbook Fiction" "unclear_other"
"4183" "miss" "Textbook Conversation" "unclear_other"
"4184" "miss" "Textbook Conversation" "unclear_other"
"4185" "miss" "Textbook Fiction" "unclear_other"
"4186" "miss" "Textbook Fiction" "unclear_other"
"4187" "miss" "Textbook Fiction" "unclear_other"
"4188" "miss" "Youth Fiction Sampled" "unclear_other"
"4189" "miss" "Textbook Conversation" "unclear_other"
"4190" "miss" "Textbook Fiction" "unclear_other"
"4191" "miss" "Youth Fiction Sampled" "unclear_other"
"4192" "miss" "Textbook Conversation" "unclear_other"
"4193" "miss" "Textbook Fiction" "unclear_other"
"4194" "miss" "Textbook Conversation" "unclear_other"
"4195" "miss" "Textbook Fiction" "unclear_other"
"4196" "miss" "Textbook Conversation" "unclear_other"
"4197" "miss" "Youth Fiction Sampled" "unclear_other"
"4198" "miss" "Youth Fiction Sampled" "unclear_other"
"4199" "miss" "Textbook Fiction" "unclear_other"
"4200" "miss" "Textbook Fiction" "unclear_other"
"4201" "miss" "Spoken BNC 2014" "unclear_other"
"4202" "miss" "Textbook Conversation" "unclear_other"
"4203" "miss" "Spoken BNC 2014" "unclear_other"
"4204" "miss" "Textbook Fiction" "unclear_other"
"4205" "miss" "Spoken BNC 2014" "unclear_other"
"4206" "miss" "Youth Fiction Sampled" "unclear_other"
"4207" "mix" "Textbook Conversation" "activity"
"4208" "moan" "Textbook Fiction" "communication"
"4209" "moan" "Spoken BNC 2014" "communication"
"4210" "moan" "Spoken BNC 2014" "communication"
"4211" "moan" "Spoken BNC 2014" "communication"
"4212" "mock" "Spoken BNC 2014" "communication"
"4213" "monitor" "Spoken BNC 2014" "activity"
"4214" "monopolize" "Youth Fiction Sampled" "activity"
"4215" "mount up" "Youth Fiction Sampled" "occurrence"
"4216" "mouth" "Spoken BNC 2014" "communication"
"4217" "move" "Textbook Conversation" "activity"
"4218" "move" "Textbook Fiction" "activity"
"4219" "move" "Youth Fiction Sampled" "activity"
"4220" "move" "Spoken BNC 2014" "activity"
"4221" "move" "Youth Fiction Sampled" "activity"
"4222" "move" "Spoken BNC 2014" "activity"
"4223" "move" "Textbook Fiction" "activity"
"4224" "move" "Textbook Conversation" "activity"
"4225" "move" "Textbook Fiction" "activity"
"4226" "move" "Youth Fiction Sampled" "activity"
"4227" "move" "Youth Fiction Sampled" "activity"
"4228" "move" "Textbook Fiction" "activity"
"4229" "move" "Spoken BNC 2014" "activity"
"4230" "move" "Textbook Fiction" "activity"
"4231" "move" "Textbook Fiction" "activity"
"4232" "move" "Youth Fiction Sampled" "activity"
"4233" "move" "Textbook Fiction" "activity"
"4234" "move" "Textbook Fiction" "activity"
"4235" "move" "Textbook Conversation" "activity"
"4236" "move" "Textbook Conversation" "activity"
"4237" "move" "Youth Fiction Sampled" "activity"
"4238" "move" "Textbook Fiction" "activity"
"4239" "move" "Spoken BNC 2014" "activity"
"4240" "move" "Spoken BNC 2014" "activity"
"4241" "move" "Textbook Conversation" "activity"
"4242" "move" "Textbook Conversation" "activity"
"4243" "move" "Textbook Conversation" "activity"
"4244" "move" "Spoken BNC 2014" "activity"
"4245" "move" "Textbook Fiction" "activity"
"4246" "move" "Textbook Conversation" "activity"
"4247" "move" "Youth Fiction Sampled" "activity"
"4248" "move" "Youth Fiction Sampled" "activity"
"4249" "move" "Youth Fiction Sampled" "activity"
"4250" "move" "Textbook Conversation" "activity"
"4251" "move" "Textbook Fiction" "activity"
"4252" "move" "Textbook Conversation" "activity"
"4253" "move" "Textbook Fiction" "activity"
"4254" "move" "Spoken BNC 2014" "activity"
"4255" "move" "Textbook Conversation" "activity"
"4256" "move" "Spoken BNC 2014" "activity"
"4257" "move" "Textbook Conversation" "activity"
"4258" "move" "Spoken BNC 2014" "activity"
"4259" "move" "Youth Fiction Sampled" "activity"
"4260" "move" "Spoken BNC 2014" "activity"
"4261" "move" "Spoken BNC 2014" "activity"
"4262" "move" "Textbook Conversation" "activity"
"4263" "move" "Textbook Conversation" "activity"
"4264" "move" "Textbook Conversation" "activity"
"4265" "move in" "Spoken BNC 2014" "activity"
"4266" "move in" "Textbook Fiction" "activity"
"4267" "munch" "Spoken BNC 2014" "activity"
"4268" "murder" "Youth Fiction Sampled" "activity"
"4269" "murder" "Youth Fiction Sampled" "activity"
"4270" "murmur" "Youth Fiction Sampled" "communication"
"4271" "mutter" "Youth Fiction Sampled" "communication"
"4272" "mutter" "Youth Fiction Sampled" "communication"
"4273" "name" "Youth Fiction Sampled" "communication"
"4274" "near" "Youth Fiction Sampled" "occurrence"
"4275" "need" "Youth Fiction Sampled" "mental"
"4276" "negotiate" "Youth Fiction Sampled" "communication"
"4277" "nest" "Spoken BNC 2014" "activity"
"4278" "nibble" "Youth Fiction Sampled" "activity"
"4279" "nod" "Youth Fiction Sampled" "communication"
"4280" "nod off" "Youth Fiction Sampled" "activity"
"4281" "nourish" "Textbook Conversation" "activity"
